Jahr;GKZ;Geschlecht;Vorname;Anzahl
2022;20813;2;Hana;1
2020;20815;1;Valentin;1
2019;20643;1;Johannes;1
2016;20702;1;Leopold;1
2022;20613;2;Ella;1
2016;21002;1;Jannik;1
2014;20428;2;Sophia;1
2022;20722;1;Benjamin;1
2021;20302;2;Sophie;1
2016;20101;1;Oscar;2
2015;21009;2;Nana;1
2018;20201;2;Nelly;1
2018;20727;1;Elias;2
2023;20101;1;Niklas;1
2019;20630;2;Emma;1
2017;20201;1;Diego;1
2023;20627;1;Dorian;1
2014;20808;2;Katharina;1
2019;20534;2;Johanna;1
2022;20701;2;Melissa;1
2018;20923;1;Adrian;1
2022;20201;1;Christiano;1
2016;20101;2;Isabella;3
2018;20918;1;Fabio;1
2020;20702;1;David;1
2017;20812;2;Lena;1
2023;20635;1;Danilo;1
2020;20810;2;Paulina;1
2018;20201;1;Luka;3
2021;20201;1;Konstantin;1
2016;20201;1;Armin;1
2022;20805;2;Ina;1
2023;20201;2;Lena;1
2019;20815;1;Florian;1
2021;20711;2;Lara;1
2019;20512;1;Matteo;1
2020;20101;2;Valerie;1
2018;20101;1;Zeno;1
2022;20101;1;Alexander;2
2022;20523;2;Ena;1
2018;20635;2;Ayleen;1
2016;20722;2;Clara;1
2015;20725;1;Leonard;1
2019;20402;2;Liah;1
2023;20905;1;Marko;1
2022;20711;1;Ivan;1
2017;20416;2;Melodie;1
2015;20635;2;Hira;1
2016;20101;2;Larissa;1
2023;20721;2;Nalani;1
2022;20101;1;Fabio;2
2019;20527;1;Moise;1
2018;20923;2;Alya;1
2016;20201;2;Jolina;1
2019;21002;2;Emilia;1
2019;20913;1;Benjamin;1
2021;21004;2;Carolina;1
2023;20720;2;Julia;1
2020;20101;1;Matin;2
2022;20604;1;Erik;1
2017;20726;2;Olivia;1
2015;20631;2;Valentina;1
2018;20627;1;Nevio;1
2020;20625;1;Halid;1
2020;20813;2;Marie;1
2015;20405;2;Helena;1
2019;20409;2;Marie;1
2018;20405;2;Melina;2
2015;20630;2;Alena;1
2017;20702;1;Rafael;1
2020;20101;1;Iman;1
2021;20523;2;Emilia;1
2021;20527;2;Derin;1
2019;20201;2;Eleonora;1
2017;20638;1;Lukas;1
2016;20201;2;Brina;1
2021;20801;1;Jakob;1
2019;20418;2;Helena;1
2015;20101;1;Leonhard;1
2016;20101;1;Marko;1
2014;20813;1;Killian;1
2018;20803;2;Kim;1
2020;20531;2;Lara;1
2022;20702;1;Mathias;1
2018;20620;1;Paul;1
2020;20901;1;Matthias;1
2015;20435;2;Miriam;1
2020;20813;2;Yuna;1
2022;20701;2;Philomena;1
2015;20604;2;Tamina;1
2021;20201;2;Ruby;1
2022;20619;1;Fabian;1
2022;20101;2;Ivanija;1
2017;20201;1;Daris;3
2017;20711;2;Aylin;1
2018;20622;2;Alina;1
2023;20306;1;Theodor;1
2021;20616;1;Philip;1
2015;21008;1;Andreas;1
2016;20101;2;Ula;1
2016;20201;1;Philon;1
2018;20101;2;Katharina;2
2015;20307;1;Moritz;2
2020;20402;2;Joelle;1
2017;20523;2;Franziska;1
2017;20504;2;Julia;1
2023;20201;1;Aaron;1
2020;20635;2;Rafelina;1
2018;20305;1;Felix;1
2019;20101;2;Luna;1
2022;21002;1;Jonah;1
2021;20801;2;Magdalena;1
2023;20608;1;Tobias;1
2016;21010;2;Heer;1
2022;20418;2;Laura;1
2015;20643;1;Daniel;1
2018;20711;2;Julia;1
2023;20604;1;Adrian;1
2014;20713;1;Ajnur;1
2019;20402;2;Fiona;1
2022;20418;1;Nino;1
2019;20923;2;Annika;1
2023;20636;2;Julia;1
2022;21009;2;Emilia;1
2019;20912;2;Mia;1
2022;20619;2;Elisa;1
2023;20417;2;Johanna;1
2018;20527;1;Leo;1
2018;20635;2;Ajla;1
2016;20403;1;Marlon;1
2015;20527;2;Evelyn;1
2020;20923;1;Finn;2
2016;20804;1;Magnus;1
2016;20512;2;Linnea;1
2017;20913;2;Leah;1
2017;20721;1;Dominik;1
2018;20305;1;Daniel;1
2019;20913;2;Leonie;1
2018;20512;2;Sophia;1
2022;20610;1;Christian;1
2021;20101;1;Roan;1
2018;20909;2;Laura;1
2014;20817;2;Lea-denise;1
2021;20305;2;Jennyfer;1
2019;20817;2;Emely;1
2017;20923;2;Romy;1
2016;20803;2;Sefora;1
2019;20636;1;Jakob;1
2022;20620;1;Simon;2
2019;20620;1;Florian;1
2022;20620;1;Tobias;1
2016;20412;1;Philemon;1
2020;20101;2;Ronja;1
2016;20530;2;Rosmarie;1
2019;20412;1;Milo;1
2015;20611;1;Silas;1
2022;20727;1;Henry;1
2016;20618;2;Leonie;1
2020;20905;1;Gabriel;1
2020;20531;2;Rubina-maya;1
2018;20201;1;Marko;1
2021;20306;2;Magdalena;1
2020;20527;2;Leonie;1
2023;20421;2;Ella;1
2014;20442;2;Sara;1
2021;20527;2;Sophie;1
2015;21002;2;Marie;1
2017;20305;2;Giulia;1
2022;20618;2;Alice;1
2017;20101;2;Elisabeth;2
2016;21002;2;Marina;1
2020;20801;2;Vita;1
2015;21009;1;Janik;1
2023;20101;2;Arbenita;1
2018;20639;2;Marie;1
2017;20435;1;Matteo;1
2023;20201;2;Felicia;1
2020;20527;2;Alina;1
2018;20527;1;Noah;1
2020;20634;2;Hanna;1
2022;20909;1;Sebastian;1
2022;20101;1;Leopold;3
2017;20101;2;Daria;1
2016;20520;1;Lukas;1
2020;20527;2;Paula;1
2021;21010;2;Klara;1
2019;20813;1;Simon;1
2020;20722;1;Florian;1
2017;20725;2;Nadin;1
2017;20712;2;Lara;1
2016;20803;1;Benjamin;1
2021;20101;1;Luca;6
2020;21002;1;David;3
2023;20101;2;Eliana;1
2021;20635;2;Hannah;2
2015;20608;1;Fabian;1
2018;20424;1;Julian;1
2014;20812;1;Leandro;1
2022;20101;1;Sedin;1
2022;20905;1;Andrej;1
2020;20711;1;Niklas;1
2023;20630;2;Josipa;1
2023;20421;1;Lukas;1
2015;21007;2;Anika;1
2016;20101;2;Sarah;3
2017;20637;2;Asya;1
2016;21009;1;Nico;1
2023;20415;2;Jana;1
2021;20803;1;Leon;2
2015;20101;1;Anton;1
2018;20807;1;Tim;1
2016;20813;2;Laura;1
2019;20101;2;Sophie;5
2015;20414;2;Francesca;1
2017;20633;1;Leon;1
2018;20635;1;Leo;1
2017;20402;2;Adelheid;1
2017;20643;2;Miriam;1
2016;20534;1;Michael;1
2017;20527;2;Melissa;1
2017;20101;2;Valerie;3
2019;20605;1;Felix;1
2022;20201;2;Laura-sophie;2
2015;20725;1;Mohsen;1
2023;20807;2;Helena;1
2022;20405;2;;1
2023;20504;1;Emil;1
2022;20201;2;Katharina;2
2017;20512;1;Jonas;2
2018;20101;2;Melika;1
2018;20815;2;Helena;1
2022;20402;2;Luisa;1
2017;20808;2;Zita;1
2018;20508;2;Juliane;1
2020;20409;2;Luisa;1
2020;20101;2;Luzia;1
2015;20101;1;Ephraim;1
2022;20923;2;Emma;5
2015;20442;2;Denise;1
2017;20414;2;Emily;1
2019;20201;2;Dunya;1
2016;20918;2;Johanna;2
2022;20402;1;Niklas;2
2023;20101;2;Hailey;1
2021;20808;1;Colin;1
2021;20527;1;Moritz;1
2015;20305;2;Lilly;1
2019;20101;1;Nilas-joel;1
2022;20101;1;Ben;2
2019;20504;2;Valerie;1
2021;20643;2;Valerie;1
2015;20635;1;Kilian;1
2018;20913;1;Luis;1
2016;20305;2;Annika;1
2023;20527;1;Levi;1
2018;20635;1;Noah;1
2016;20601;1;Jakob;1
2023;20518;2;Vivien;1
2015;20101;1;Valentino;1
2019;20803;1;Aleksej;1
2017;20923;2;Emily;2
2020;20101;2;Lea;7
2020;20518;2;Katharina;1
2015;20527;1;Constantin;2
2022;20307;1;Marvin;1
2022;20923;1;Nicolas;1
2017;20635;1;Paul;4
2023;20201;2;Iris;1
2018;20101;2;Zara;1
2015;20421;1;Leo;1
2021;20719;2;Anna;1
2016;20101;2;Veronika;1
2020;20101;1;Suhaib;1
2016;20307;1;Korbinian;1
2023;20101;2;Helene;1
2016;20424;2;Valerie;1
2020;20918;2;Elea;1
2019;20923;1;Viktor;1
2019;20201;1;Fabio;2
2022;20803;1;Maximilian;1
2020;20634;2;Marleen;1
2015;20630;1;Lorenz;1
2016;20711;2;Mia;4
2015;20403;2;Valentina;1
2019;20923;2;Antonia;1
2016;20720;2;Lina-sophie;1
2015;20519;1;Ben;1
2014;20101;2;Teresa;1
2020;20418;1;Matteo;1
2021;20923;1;Sebastian;2
2018;20914;2;Sophia;1
2019;20101;2;Liv;2
2021;20502;1;Valentino;1
2019;20609;1;Lukas;1
2016;20720;2;Johanna;1
2020;20523;2;Maya;1
2022;20638;2;Emely;1
2023;20505;2;Gloria;1
2022;20519;1;Louis;1
2016;20724;1;Fabian;1
2022;20627;2;Valentina;1
2023;20801;2;Najla;1
2015;20923;1;Hannes;1
2021;20817;1;Giacomo;1
2020;20918;1;Luca;1
2023;20101;2;Aylin;2
2023;20813;2;Natalia;1
2016;20405;1;Gabriel;1
2022;20419;2;Amalia;1
2018;20815;1;Lukas;1
2015;20602;2;Valentina;1
2019;20515;1;Valentin;1
2016;20710;2;Jana;1
2018;20201;2;Chiara;2
2022;20501;2;Sophia;2
2023;20409;1;Lio;1
2023;20101;2;Alexandra;1
2016;20506;2;Valentina;1
2016;20432;1;Benjamin;1
2021;20101;1;Aris;1
2019;20702;2;Melika;1
2019;20702;2;Klea;1
2020;20613;2;Sandra;1
2016;20708;2;Corinna;1
2017;20630;1;Simon;1
2017;20425;1;Jonas;1
2015;20421;1;Matthias;1
2021;20643;1;Jonas;1
2022;20101;2;Lana;2
2018;20604;2;Selina;1
2015;20424;2;Nina;1
2021;20711;1;Fabio;1
2021;20913;1;Alexander;1
2022;20817;1;Francesko;1
2020;20505;1;Moritz;2
2020;20702;1;Lui;1
2016;21002;2;Emely;1
2017;20101;1;Aurelio;1
2016;20724;2;Juliana;1
2015;20511;2;Liselotte;1
2023;20101;1;Riyad;1
2021;20421;1;David;2
2021;20635;1;Valentino;1
2020;20101;2;Livia;3
2023;20722;1;Oltijan;1
2016;21002;2;Lilja;1
2021;20307;2;Elisa;1
2018;20527;2;Emma;1
2021;20625;2;Ella;1
2016;20414;1;Leonhard;1
2014;21010;2;Liyana;1
2021;21009;1;Theodor;1
2022;20909;1;Alexander;2
2019;20506;2;Amy;1
2023;20201;2;Helena;2
2019;21004;2;Sophie;1
2022;20711;1;John;1
2017;20808;2;Sue;1
2021;20425;2;Leonie;1
2021;20201;1;Henri;1
2023;20509;1;Adrian;1
2019;20414;1;Leo;1
2018;20101;1;Luke;1
2021;20417;2;Freya;1
2020;20409;1;Lukas;2
2016;20101;1;Lennox;1
2022;20808;2;Franziska;1
2019;20636;2;Julia;1
2021;20727;2;Emilia-sophie;1
2021;20913;1;Georg;1
2021;20817;2;Hilda;1
2020;20808;1;Matteo;1
2014;20725;1;David;1
2018;20523;1;Timo;1
2023;20435;1;Matteo;1
2017;20201;2;Emilia;1
2017;20813;2;Hannah;1
2020;20720;2;Alina;1
2023;20913;2;Olivia;1
2023;20305;2;Arya;1
2023;20502;2;Magdalena;1
2018;20923;2;Kate;1
2018;20527;1;Valentin;1
2018;20813;2;Mila;1
2022;20817;2;Lucia;1
2014;20815;1;Benjamin;1
2020;20101;2;Anna;4
2018;20912;2;Lena;2
2018;20418;2;Lina;1
2020;20101;2;Eleanor;1
2020;20923;1;Moritz;5
2014;20101;1;Luciano;1
2014;20201;2;Aldina;1
2018;20201;2;Busra;1
2023;20424;2;Emilia;1
2021;20421;1;Gabriel;1
2015;20801;1;Alli;1
2018;20201;1;Emil;1
2017;20201;2;Elia;2
2019;20635;1;Timo;1
2021;20506;2;Stella;1
2019;20530;2;Nina-marie;1
2021;20101;2;Charline;1
2018;20101;2;Sandy;1
2023;20710;2;Lisa;1
2018;20402;2;Hanna;1
2018;20801;1;Florian-lucas;1
2020;21002;1;Jonathan;1
2015;20101;2;Marie-theres;1
2019;20421;2;Elsa;1
2016;20201;2;Gabriele;1
2023;20405;2;Hanna;1
2019;20201;2;Dina;1
2015;20625;2;Nika;1
2017;20913;2;Alessia;1
2018;21002;2;Valentina;2
2019;20804;2;Leni;1
2017;20201;1;Davud;1
2022;20442;1;David;1
2018;21006;2;Emma;1
2016;20425;2;Emma;1
2023;20101;1;Henrik;1
2019;20609;2;Anna-lena;1
2022;20807;2;Leonie;1
2020;20442;2;Franziska;1
2020;20402;1;Fabian;1
2023;20513;2;Valentina;1
2016;20101;1;Harry-winston;1
2014;20805;2;Melanie;1
2016;20201;2;Nele;1
2018;20705;1;Erik;1
2022;20101;2;Bianca;1
2023;20634;1;Fabian;1
2016;20405;2;Linda;1
2020;20901;2;Daniela;1
2020;20905;1;Stefan;2
2021;20412;1;Alexander;1
2021;20806;2;Amelie;1
2019;20608;1;Theodor;1
2018;20101;2;Caterina;1
2020;20711;2;Helena;1
2019;20513;1;Leonard;1
2019;21002;2;Greta;1
2018;21003;1;Fabian;1
2019;20316;1;Ben;1
2022;20702;2;Chiara;1
2018;20101;2;Mavie;1
2021;20101;1;Bernard;1
2015;20634;1;Christian;1
2017;20101;1;Arijan;1
2018;20817;1;Silvester;1
2020;20512;1;Johannes;1
2019;20101;1;Sebastian;4
2023;20101;2;Bianka;1
2015;20402;1;Davud;1
2017;20634;2;Franziska;1
2015;20702;2;Viktoria;1
2023;20201;1;Finn;2
2020;20415;1;Felix;1
2019;20201;1;Mathias;1
2022;20913;1;Jonas;1
2022;20702;2;Dalila;1
2017;20602;2;Lorena;1
2019;20722;2;Nora;1
2017;20501;1;Luis;1
2018;20515;2;Klara;1
2019;20812;2;Katharina;1
2016;20635;2;Viktoria;2
2023;20719;2;Isabell;1
2020;20702;1;Daniel;1
2019;20722;2;Leah;2
2023;20727;2;Annika;1
2019;20518;2;Franziska;1
2023;20409;2;Hanna;1
2018;20622;2;Theresa;1
2016;20801;1;Niklas;1
2016;20425;1;Matthias;1
2016;20101;2;Marissa;1
2021;20306;1;Liam;1
2017;21009;2;Nina;1
2019;20101;1;Oliver;4
2023;20817;1;Lorenz;1
2014;20415;1;Emil;1
2023;20201;2;Emily;1
2016;20601;1;Johann;1
2018;20909;1;Constantin;1
2018;20703;1;Henri;1
2020;20905;1;Gregor;1
2019;20726;1;Maximilian;3
2021;20702;2;Valentina;2
2022;20201;1;Jayden;1
2019;20201;1;Ryan;1
2022;20622;2;Larina;1
2017;20527;2;Layla;1
2016;20421;1;Elijah;1
2017;20403;1;Luca;2
2020;20802;1;Moritz;1
2016;20101;2;Darija;1
2016;20101;2;Vanja;1
2020;20502;2;Elena;2
2019;21002;2;Violette;1
2016;20813;2;Lena;1
2023;20518;2;Elisa;1
2019;20905;2;Elisabeth;1
2022;20402;1;Elron;1
2019;20633;2;Emily;1
2018;20531;2;Melina;1
2022;20725;1;Jonas;1
2016;20502;1;Luca;1
2020;21002;2;Miriam;1
2016;21004;2;Tabita;1
2022;20316;1;Marlon;1
2016;20515;2;Theresa;1
2017;20923;1;Leon;1
2023;20101;2;Silvia;1
2021;20808;1;Moritz;2
2023;20634;2;Leni;1
2016;20632;1;Pius;1
2023;20101;2;Megi;1
2019;20442;1;Jonas;2
2018;20101;1;Nail;1
2017;20619;1;Lucas;1
2015;20635;2;Angelina;2
2019;20719;2;Anna;1
2021;20518;1;Alex;1
2018;20101;2;Antonia;2
2020;20901;2;Lisa;1
2014;20302;2;Olivia;1
2016;20724;2;Evolet;1
2015;20527;2;Yasmine;1
2018;20418;2;Rosalie;1
2023;20101;1;Ajdin;1
2015;21008;1;Lukas;1
2023;20402;2;Juna;1
2016;20442;2;Louisa;1
2018;20644;2;Rafaela;1
2015;20442;1;Elias;1
2017;20101;2;Anamarija;1
2021;20634;2;Sara;1
2020;21002;2;Louisa;1
2018;20901;2;Victoria;1
2020;20620;2;Carmen;1
2017;20403;2;Lisa;1
2017;20720;2;Olivia;1
2022;20640;1;Samuel;1
2019;20412;2;Amelie;1
2019;20635;1;Dominik;1
2018;20608;1;Florian;1
2020;20101;2;Dilara;1
2015;20635;1;Finn;1
2014;20913;2;Lilly;1
2015;20644;1;Maximilian;1
2020;20505;2;Florence;1
2021;20523;2;Matilda;1
2015;20421;2;Lilly;1
2017;20403;1;Andreas-nicklas;1
2018;20201;1;Vincent;2
2020;20435;1;Matteo;1
2023;20817;1;Matteo;2
2017;20721;2;Nikola;1
2022;20815;2;Rosalie;1
2018;20634;1;Paul;2
2017;20527;2;Fiona;1
2015;20901;1;Elias;1
2017;20101;2;Doroteja;1
2023;20513;2;Mia;1
2016;20805;2;Valerie;1
2020;20711;2;Rahela;1
2021;20101;1;Samuele;1
2019;20307;2;Marie;1
2023;20727;1;Moritz;1
2016;20201;1;Alias;1
2018;20101;1;Jonathan;1
2016;20101;2;Mariella;1
2015;20101;2;Elsa;1
2017;20201;2;Maria;1
2019;20722;1;Matheo;1
2016;20201;2;Paula;1
2019;20817;2;Lisa;2
2015;20527;2;Theresa;1
2022;20813;1;Emanuel;1
2023;20711;2;Iva;1
2017;20635;2;Marla;1
2018;20813;1;Florian;1
2018;20201;1;Julian;3
2015;20603;2;Jael;1
2016;20101;2;Elisha;1
2017;20201;1;Max;2
2016;20625;1;Paul;1
2021;20101;2;Ema;2
2022;20432;2;Mia;1
2020;20923;1;David;3
2015;20531;1;Martin;1
2020;20402;1;Matthias;1
2017;20634;1;Manuel;1
2020;20711;2;Hannah;1
2016;20442;1;Alexius;1
2022;20101;2;Clara;3
2021;20435;1;Leopold;1
2023;20719;1;Felix;1
2021;20620;1;Johannes;1
2017;20101;1;Adin;2
2021;20201;1;Ben;1
2018;20625;1;Kilian;1
2023;20101;1;Louis;3
2021;20635;2;Lina;1
2020;20101;1;Isa;2
2018;20515;2;Chiara;1
2016;20201;1;Valentino;1
2016;20515;1;Elias;1
2022;20901;2;Johanna;1
2015;20806;2;Hannah;1
2016;20101;2;Leonie;7
2022;20607;2;Antonia;1
2019;20101;1;Max;3
2022;20502;2;Lina;1
2015;20201;2;Ana;1
2018;20923;1;Robert;1
2022;20619;1;Sven;1
2016;20101;1;Lukas;8
2023;20101;2;Rafaela;1
2017;20513;1;Lukas;1
2022;20923;2;Milena;2
2020;20201;1;Oliver;1
2015;20201;2;Sophia-elenor;1
2014;20722;2;Ella;1
2019;20609;1;Akua;1
2015;20502;1;Lukas;1
2015;20412;2;Magdalena;1
2019;20527;1;Damien;1
2020;20725;1;Jayden;1
2016;20505;2;Helen;1
2015;20201;1;Damian;1
2023;20101;2;Alicia;1
2022;20603;1;Jonathan;1
2016;20702;2;Marie-christin;1
2020;20101;2;Linda;2
2017;20808;2;Julia;1
2019;20631;1;Emanuel;1
2016;20640;1;Levi;1
2017;20101;1;Kai;1
2015;20633;1;Samuel;1
2015;20803;2;Fabienne;2
2023;20101;1;Salah;1
2019;20817;2;Nina;1
2016;20515;2;Gloria;1
2016;21008;1;Raphael;1
2017;20405;2;Anna;1
2019;20534;1;Moritz;1
2014;20101;2;Meriam;1
2019;20201;1;Emilio;2
2017;20201;1;Milan;1
2023;20723;1;Stefan;1
2019;20531;2;Marie;1
2020;20101;2;Ema;2
2015;20712;1;Samuel;1
2023;21010;2;Melano;1
2022;20813;2;Antonia;1
2016;20913;1;Paul;1
2021;20527;2;Naomi;1
2019;20725;1;Manuk;1
2018;20901;1;Aiden-noel;1
2022;20817;2;Stefanie;1
2019;21009;2;Mia;1
2018;20909;1;Tobias;1
2022;21002;1;Philipp;1
2016;20101;1;Elian;1
2020;20726;1;Daniel;1
2020;20635;1;Luzian;1
2019;20713;1;Christopher;1
2021;20201;2;Ambra;1
2022;20616;1;Matthias;1
2021;20720;2;Elisabeth;1
2017;20901;1;Josef;1
2023;20817;2;Ella;1
2020;20719;2;Ida;1
2017;20442;1;Carlo;1
2019;20424;1;Luca;1
2021;20634;2;Linda;1
2015;20512;2;Lorena;1
2016;20807;2;Inessa;1
2022;20201;1;Mathias;2
2019;20101;2;Ena;1
2018;21002;1;Ben;1
2016;20201;1;Dejlan;1
2016;20101;2;Paula;1
2017;20442;1;Luca;1
2023;20201;2;Ayleen;1
2015;20527;1;Paschalis;1
2014;20316;1;Simon;1
2015;20805;1;Jonas;1
2015;20923;2;Luisa;2
2016;20418;1;Thomas;1
2019;20201;2;Leana;1
2018;20527;1;Felix;1
2018;20201;1;Nico;1
2021;20101;1;Angelo;1
2017;20630;2;Amelie;1
2023;20101;1;Syed;1
2016;20610;1;Christian;1
2022;20711;1;Theodor;1
2022;20707;1;Lucas;1
2023;20201;2;Emeli;1
2021;20101;1;Elias;8
2021;20725;2;Aurelia;1
2022;20201;2;Hesritha;1
2022;20613;1;Elias;1
2023;20101;2;Elsa;1
2021;20635;1;Felix;1
2016;20101;2;Dafina;1
2017;20527;2;Elisa;2
2017;20501;1;Leon;1
2020;20719;2;Valea;1
2016;20801;2;Sophie;1
2019;20101;2;Liri;1
2023;20502;2;Lena;1
2019;20405;2;Johanna;1
2018;20923;1;Valentin;1
2016;20625;1;Iliya;1
2017;20801;1;Milan;1
2023;20505;2;Magdalena;1
2020;20634;1;Florian;1
2018;20201;2;Daria;1
2016;20527;2;Emily;1
2015;20101;1;Alex;2
2017;20817;1;Rafael;1
2022;20923;1;Jakob;6
2023;20101;1;Pavle;1
2022;20807;2;Marie;1
2017;20531;2;Selina-marie;1
2023;20643;1;Leano;1
2020;20511;2;Verena;1
2017;20520;2;Kiara;1
2021;20914;2;Laura;1
2022;20813;2;Joseline;1
2016;20625;1;Michael;1
2017;20101;1;Julian;7
2020;20101;2;Beatrice;1
2020;20442;2;Lisa;1
2023;20923;2;Elisa;1
2019;20923;1;Nico;1
2018;20527;2;Laura;1
2015;20601;1;David;1
2021;21008;1;Johannes;1
2016;20201;2;Selina;1
2022;20805;1;Lan;1
2022;20421;2;Valentina;1
2019;20101;2;Elisa;3
2018;20201;2;Ajna;1
2018;20705;1;Jonas;1
2021;20702;2;Leana;1
2021;20805;1;Oskar;1
2023;20637;2;Josephine;1
2019;20923;1;Nadhir;1
2015;20101;2;Anna-lena;1
2019;20603;1;Bodhi;1
2023;20923;2;Mona;1
2018;20527;1;Moritz;1
2015;20518;1;Hannes;2
2014;20711;2;Lily;1
2016;20613;1;Finn;1
2018;20643;2;Amelie;1
2023;20101;2;Charlotte;2
2019;20201;2;Dana;1
2022;20101;2;Elona;1
2020;20620;2;Jasmin;1
2018;20720;2;Melina;1
2023;20620;1;Moritz;1
2019;20640;1;Matteo;1
2019;20412;1;Josua;1
2023;20630;2;Lia;1
2017;20442;1;Gabriel;1
2020;21009;1;Samuel;1
2022;20101;1;Findus;1
2018;20201;2;Scarlett;1
2016;20708;2;Helena;1
2017;20101;1;Luka;1
2020;20201;1;Leonard;1
2022;20412;1;Finnley;1
2021;21002;1;Robin;1
2016;20804;2;Romana;1
2020;20405;2;Ljuba;1
2020;20505;1;Jonas;1
2020;20515;1;Julian;2
2015;20806;1;Jan;1
2015;20527;1;Daniel;1
2014;20101;1;Rafael;2
2016;20201;1;Deen;1
2017;20642;1;David;2
2019;20201;1;Baysangur;1
2022;20101;1;Roel;1
2021;20101;2;Amelie;3
2018;20635;2;Lamiya;1
2020;20923;2;Raffaela;1
2022;20201;2;Dalma;1
2016;20817;1;Manuel;1
2015;20605;2;Sophia;1
2022;20307;1;Anton;1
2020;20923;1;Mario;1
2016;20721;2;Emma;1
2022;20201;1;Filip;1
2020;20923;2;Elea;1
2015;21002;2;Tanja;1
2019;20806;1;Maximilian;1
2019;20710;1;Sebastian;1
2019;20418;2;Annika;1
2021;20101;2;Alina;1
2016;20201;1;Matteo;2
2017;20604;1;Phillip;1
2017;20425;2;Eleanor;1
2016;20725;2;Fiona;1
2020;20101;1;Samo;2
2022;20720;2;Maya;1
2021;20630;1;Lorenz;1
2022;20702;1;Manuel;1
2022;20504;1;Luis;1
2020;20805;2;Lina;1
2016;20201;2;Lisa-marie;1
2022;21007;2;Valerie;1
2016;20636;1;Noah;1
2015;20523;1;Valentin;1
2017;20534;2;Charlotte;1
2015;21010;1;Damian;1
2022;20201;2;Mika;1
2016;20418;2;Hemma;1
2022;20724;2;Leonie;1
2023;20633;1;Lorenz;1
2017;20630;1;Vincent;1
2017;20817;2;Alice;1
2023;20513;2;Ilvy;1
2017;20923;2;Milena;1
2020;20501;1;Florian;1
2022;20711;1;Georg;1
2021;20316;1;Felix;2
2018;20813;1;Stefan-lorenz;1
2015;20527;1;Luca;1
2016;20808;1;Jonas;2
2023;20613;2;Maria;1
2017;20442;1;Aaron;1
2020;20817;1;Elias;2
2019;20531;2;Jasmina-tara;1
2022;20813;2;Mia;1
2017;20725;2;Elena;1
2022;20442;1;Milos;1
2017;20901;2;Melissa;1
2019;20201;2;Gloria;1
2022;20912;1;Yorin;1
2018;20808;2;Kateleen;1
2015;20643;1;Lion;1
2017;20923;1;Felix;3
2017;20625;1;Surusch;1
2021;20632;2;Sofia;1
2023;20616;1;David;1
2015;20101;1;Marvin;2
2022;21002;1;David;2
2017;20803;1;Jakob;1
2023;21002;1;Sandro;1
2016;20307;2;Sofia;1
2014;21002;1;Johannes;1
2022;20201;1;Samuel;3
2019;20914;1;Alexander;1
2022;20509;2;Katharina;2
2017;20817;1;Matthias;1
2023;20608;1;Levi;1
2017;20305;2;Malia;1
2022;20418;1;Matteo;1
2020;20442;2;Elisa;2
2016;20101;1;Damian;1
2017;20320;2;Katharina;1
2019;20305;2;Magdalena;1
2020;20905;1;Felix;1
2023;20909;1;Marcel;1
2023;20627;1;Matthias;1
2020;20701;2;Lena;1
2020;20101;1;Rayan;1
2023;21008;1;Oliver;1
2015;21002;1;Jonny;1
2015;20636;1;Fabio;1
2021;20635;1;Finn;1
2020;20711;1;Marlon;1
2022;20712;2;Jana;1
2021;20610;2;Anna;1
2022;20417;1;Manuel;1
2014;20316;2;Melanie;1
2020;20914;2;Iris;1
2015;20523;2;Marie-christin;1
2022;20813;1;Leo;2
2021;20415;2;Valerie;1
2020;20419;1;Rafael;1
2021;20634;2;Sophie;1
2020;20712;1;Leo;1
2022;20635;1;Aris;1
2018;20527;2;Parisa;1
2017;20416;2;Nina;1
2022;20724;2;Ella;1
2022;20711;2;Anna;3
2017;20101;2;Eliza;1
2022;20605;1;Tobias;1
2020;20442;2;Lea;1
2016;20801;2;Nija;1
2021;20527;2;Elea;1
2021;20720;1;Niklas;1
2019;20405;1;Edin;1
2020;20817;1;Jakob;1
2015;20702;2;Novalie;1
2018;20801;2;Kimberly;1
2016;20630;1;Lorenz;1
2019;20635;2;Jovana;1
2015;20804;2;Michaela;1
2021;20635;2;Sophie;2
2023;20923;1;Arthur;2
2018;20101;2;Viktoria;2
2015;21002;2;Elena;2
2015;20913;2;Leonie;1
2017;20724;1;Florian;1
2017;20923;2;Elisa;2
2015;20805;2;Emely;1
2017;20435;2;Alina;1
2022;20901;2;Vivien;1
2016;20519;1;Jan;1
2021;20201;1;Edin;1
2022;20725;1;David;2
2021;20913;1;Borna;1
2020;20512;2;Lara;1
2018;20817;2;Mayla;1
2015;20201;2;Itzel;1
2021;20101;1;Paul;12
2019;20534;1;Thomas;1
2016;20603;1;Yanik;1
2017;21002;2;Mia;2
2016;20805;1;Jonas;1
2015;20817;1;Valentin;1
2020;20201;2;Amy;1
2019;20710;2;Alexandra;1
2018;20711;1;Wilhelm;1
2020;20101;1;Milo;2
2020;20305;1;Levin;1
2020;20630;1;Leon;2
2018;20201;2;Zoey;2
2022;20414;1;Maximilian;1
2020;20923;2;Frederika;1
2018;20306;2;Sarah;2
2014;20722;1;Jakob;2
2023;20725;2;Johanna;1
2019;20913;1;Raphael;1
2019;20101;2;Emilja;1
2020;20725;1;Jakob;1
2022;20424;1;Leon;1
